,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,YMNCounter,YFNCounter,OMNCounter,OFNCounter,Action,Category,PositiveTransfer,StimSequence,ResponseMatrix,PressCorrect,keyPressed,Accuracy,RT,FeedbackType,ACCCount,subject
90,90,Resp,2,91,90,90,0,24,21,23,23,4,OMN,1,4,4,m,m,1,765,1,67,10
91,91,Resp,2,92,91,91,0,24,21,24,23,4,OMN,1,4,4,m,m,1,685,1,68,10
92,92,Resp,2,93,92,92,0,25,21,24,23,3,YMN,0,2,2,b,n,0,807,2,68,10
93,93,Resp,2,94,93,93,0,25,21,24,24,2,OFN,0,3,3,n,b,0,780,2,68,10
94,94,RespITI,2,95,94,94,0,25,21,24,25,2,OFN,0,3,3,n,0,0,780,3,68,10
95,95,Resp,2,96,95,95,0,25,22,24,25,1,YFN,1,1,1,v,v,1,665,1,69,10
96,96,Resp,2,97,96,96,0,25,22,25,25,4,OMN,1,4,4,m,m,1,745,1,70,10
97,97,Resp,2,98,97,97,0,25,23,25,25,1,YFN,1,1,1,v,v,1,684,1,71,10
98,98,Resp,2,99,98,98,0,26,23,25,25,3,YMN,0,2,2,b,b,1,625,1,72,10
99,99,Resp,2,100,99,99,0,26,24,25,25,1,YFN,1,1,1,v,v,1,913,1,73,10
100,100,Resp,2,101,100,100,0,26,24,26,25,4,OMN,1,4,4,m,m,1,799,1,74,10
101,101,Resp,2,102,101,101,0,26,24,26,26,2,OFN,0,3,3,n,n,1,669,1,75,10
102,102,Resp,2,103,102,102,0,26,24,26,27,2,OFN,0,3,3,n,n,1,723,1,76,10
103,103,Resp,2,104,103,103,0,27,24,26,27,3,YMN,0,2,2,b,b,1,546,1,77,10
104,104,Resp,2,105,104,104,0,27,25,26,27,1,YFN,1,1,1,v,v,1,636,1,78,10
105,105,RespITI,2,106,105,105,0,27,25,26,28,2,OFN,0,3,3,n,0,0,636,3,78,10
106,106,Resp,2,107,106,106,0,28,25,26,28,3,YMN,0,2,2,b,b,1,956,1,79,10
107,107,Resp,2,108,107,107,0,28,26,26,28,1,YFN,1,1,1,v,b,0,674,2,79,10
108,108,Resp,2,109,108,108,0,28,26,27,28,4,OMN,1,4,4,m,m,1,896,1,80,10
109,109,Resp,2,110,109,109,0,28,26,28,28,4,OMN,1,4,4,m,m,1,694,1,81,10
110,110,Resp,2,111,110,110,0,29,26,28,28,3,YMN,0,2,2,b,b,1,825,1,82,10
111,111,Resp,2,112,111,111,0,29,27,28,28,1,YFN,1,1,1,v,v,1,509,1,83,10
112,112,Resp,2,113,112,112,0,30,27,28,28,3,YMN,0,2,2,b,b,1,643,1,84,10
113,113,Resp,2,114,113,113,0,30,27,29,28,4,OMN,1,4,4,m,m,1,727,1,85,10
114,114,Resp,2,115,114,114,0,30,27,30,28,4,OMN,1,4,4,m,n,0,743,2,85,10
115,115,Resp,2,116,115,115,0,30,27,30,29,2,OFN,0,3,3,n,n,1,988,1,86,10
116,116,Resp,2,117,116,116,0,30,28,30,29,1,YFN,1,1,1,v,v,1,725,1,87,10
117,117,Resp,2,118,117,117,0,30,29,30,29,1,YFN,1,1,1,v,v,1,663,1,88,10
118,118,Resp,2,119,118,118,0,30,29,30,30,2,OFN,0,3,3,n,b,0,914,2,88,10
119,119,Resp,2,120,119,119,0,30,30,30,30,1,YFN,1,1,1,v,v,1,692,1,89,10
0,0,Resp,3,1,0,0,0,0,1,0,0,1,YFN,1,1,1,v,n,0,893,2,0,11
1,1,Resp,3,2,1,1,0,0,1,1,0,4,OMN,1,4,2,b,n,0,968,2,0,11
2,2,Resp,3,3,2,2,0,0,1,2,0,4,OMN,1,4,2,b,b,1,882,1,1,11
3,3,Resp,3,4,3,3,0,0,2,2,0,1,YFN,1,1,1,v,v,1,936,1,2,11
4,4,Resp,3,5,4,4,0,0,3,2,0,1,YFN,1,1,1,v,v,1,584,1,3,11
5,5,Resp,3,6,5,5,0,0,3,3,0,4,OMN,1,4,2,b,b,1,573,1,4,11
6,6,Resp,3,7,6,6,0,1,3,3,0,2,YMN,0,2,4,m,n,0,1108,2,4,11
7,7,Resp,3,8,7,7,0,1,4,3,0,1,YFN,1,1,1,v,v,1,538,1,5,11
8,8,Resp,3,9,8,8,0,1,5,3,0,1,YFN,1,1,1,v,v,1,506,1,6,11
9,9,Resp,3,10,9,9,0,1,5,4,0,4,OMN,1,4,2,b,b,1,492,1,7,11
10,10,Resp,3,11,10,10,0,1,5,4,1,3,OFN,0,3,3,n,n,1,1168,1,8,11
11,11,Resp,3,12,11,11,0,2,5,4,1,2,YMN,0,2,4,m,b,0,914,2,8,11
12,12,Resp,3,13,12,12,0,2,6,4,1,1,YFN,1,1,1,v,v,1,538,1,9,11
13,13,Resp,3,14,13,13,0,2,7,4,1,1,YFN,1,1,1,v,v,1,526,1,10,11
14,14,Resp,3,15,14,14,0,3,7,4,1,2,YMN,0,2,4,m,m,1,1129,1,11,11
15,15,Resp,3,16,15,15,0,3,7,5,1,4,OMN,1,4,2,b,b,1,667,1,12,11
16,16,Resp,3,17,16,16,0,3,7,6,1,4,OMN,1,4,2,b,b,1,481,1,13,11
17,17,Resp,3,18,17,17,0,4,7,6,1,2,YMN,0,2,4,m,m,1,602,1,14,11
18,18,Resp,3,19,18,18,0,4,7,7,1,4,OMN,1,4,2,b,b,1,570,1,15,11
19,19,Resp,3,20,19,19,0,5,7,7,1,2,YMN,0,2,4,m,m,1,466,1,16,11
20,20,Resp,3,21,20,20,0,5,8,7,1,1,YFN,1,1,1,v,v,1,559,1,17,11
21,21,Resp,3,22,21,21,0,5,9,7,1,1,YFN,1,1,1,v,v,1,620,1,18,11
22,22,Resp,3,23,22,22,0,5,10,7,1,1,YFN,1,1,1,v,v,1,395,1,19,11
23,23,Resp,3,24,23,23,0,5,10,8,1,4,OMN,1,4,2,b,b,1,473,1,20,11
24,24,Resp,3,25,24,24,0,5,10,8,2,3,OFN,0,3,3,n,n,1,1060,1,21,11
25,25,Resp,3,26,25,25,0,6,10,8,2,2,YMN,0,2,4,m,m,1,618,1,22,11
26,26,Resp,3,27,26,26,0,6,10,9,2,4,OMN,1,4,2,b,b,1,642,1,23,11
27,27,Resp,3,28,27,27,0,6,11,9,2,1,YFN,1,1,1,v,v,1,415,1,24,11
28,28,Resp,3,29,28,28,0,7,11,9,2,2,YMN,0,2,4,m,b,0,579,2,24,11
29,29,Resp,3,30,29,29,0,8,11,9,2,2,YMN,0,2,4,m,m,1,784,1,25,11
30,30,Resp,3,31,30,30,0,9,11,9,2,2,YMN,0,2,4,m,m,1,545,1,26,11
31,31,Resp,3,32,31,31,0,9,12,9,2,1,YFN,1,1,1,v,v,1,503,1,27,11
32,32,Resp,3,33,32,32,0,9,12,9,3,3,OFN,0,3,3,n,n,1,1009,1,28,11
33,33,Resp,3,34,33,33,0,9,12,10,3,4,OMN,1,4,2,b,b,1,493,1,29,11
34,34,Resp,3,35,34,34,0,10,12,10,3,2,YMN,0,2,4,m,m,1,595,1,30,11
35,35,Resp,3,36,35,35,0,10,12,11,3,4,OMN,1,4,2,b,b,1,656,1,31,11
36,36,Resp,3,37,36,36,0,10,12,12,3,4,OMN,1,4,2,b,b,1,528,1,32,11
37,37,Resp,3,38,37,37,0,10,12,12,4,3,OFN,0,3,3,n,n,1,672,1,33,11
38,38,Resp,3,39,38,38,0,10,12,12,5,3,OFN,0,3,3,n,m,0,791,2,33,11
39,39,Resp,3,40,39,39,0,11,12,12,5,2,YMN,0,2,4,m,m,1,905,1,34,11
40,40,Resp,3,41,40,40,0,11,13,12,5,1,YFN,1,1,1,v,v,1,541,1,35,11
41,41,Resp,3,42,41,41,0,12,13,12,5,2,YMN,0,2,4,m,m,1,832,1,36,11
42,42,Resp,3,43,42,42,0,12,13,12,6,3,OFN,0,3,3,n,n,1,629,1,37,11
43,43,Resp,3,44,43,43,0,12,13,12,7,3,OFN,0,3,3,n,n,1,979,1,38,11
44,44,Resp,3,45,44,44,0,13,13,12,7,2,YMN,0,2,4,m,m,1,606,1,39,11
45,45,Resp,3,46,45,45,0,14,13,12,7,2,YMN,0,2,4,m,m,1,790,1,40,11
46,46,Resp,3,47,46,46,0,14,13,12,8,3,OFN,0,3,3,n,n,1,742,1,41,11
47,47,Resp,3,48,47,47,0,15,13,12,8,2,YMN,0,2,4,m,m,1,647,1,42,11
48,48,Resp,3,49,48,48,0,15,13,12,9,3,OFN,0,3,3,n,n,1,592,1,43,11
49,49,Resp,3,50,49,49,0,15,13,13,9,4,OMN,1,4,2,b,b,1,997,1,44,11
50,50,Resp,3,51,50,50,0,16,13,13,9,2,YMN,0,2,4,m,m,1,801,1,45,11
51,51,Resp,3,52,51,51,0,17,13,13,9,2,YMN,0,2,4,m,m,1,1011,1,46,11
52,52,Resp,3,53,52,52,0,17,14,13,9,1,YFN,1,1,1,v,v,1,531,1,47,11
53,53,Resp,3,54,53,53,0,17,14,13,10,3,OFN,0,3,3,n,n,1,951,1,48,11
54,54,Resp,3,55,54,54,0,17,14,14,10,4,OMN,1,4,2,b,b,1,553,1,49,11
55,55,Resp,3,56,55,55,0,17,14,14,11,3,OFN,0,3,3,n,n,1,568,1,50,11
56,56,Resp,3,57,56,56,0,17,14,14,12,3,OFN,0,3,3,n,n,1,568,1,51,11
57,57,Resp,3,58,57,57,0,18,14,14,12,2,YMN,0,2,4,m,m,1,585,1,52,11
58,58,Resp,3,59,58,58,0,18,14,14,13,3,OFN,0,3,3,n,n,1,543,1,53,11
59,59,RespITI,3,60,59,59,0,18,15,14,13,1,YFN,1,1,1,v,0,0,543,3,53,11
60,60,RespITI,3,61,60,60,0,18,16,14,13,1,YFN,1,1,1,v,0,0,543,3,53,11
61,61,RespITI,3,62,61,61,0,18,16,14,14,3,OFN,0,3,4,m,0,0,543,3,53,11
62,62,Resp,3,63,62,62,0,18,16,14,15,3,OFN,0,3,4,m,n,0,347,2,53,11
63,63,Resp,3,64,63,63,0,18,16,15,15,4,OMN,1,4,2,b,b,1,663,1,54,11
64,64,Resp,3,65,64,64,0,19,16,15,15,2,YMN,0,2,3,n,m,0,674,2,54,11
66,66,RespITI,3,67,65,65,0,19,16,15,16,3,OFN,0,3,4,m,n,0,1250,3,54,11
67,67,Resp,3,68,66,66,0,19,17,15,16,1,YFN,1,1,1,v,v,1,551,1,55,11
68,68,Resp,3,69,67,67,0,19,18,15,16,1,YFN,1,1,1,v,v,1,594,1,56,11
69,69,Resp,3,70,68,68,0,20,18,15,16,2,YMN,0,2,3,n,m,0,582,2,56,11
70,70,Resp,3,71,69,69,0,20,18,15,17,3,OFN,0,3,4,m,n,0,551,2,56,11
71,71,Resp,3,72,70,70,0,20,19,15,17,1,YFN,1,1,1,v,v,1,669,1,57,11
72,72,Resp,3,73,71,71,0,20,19,15,18,3,OFN,0,3,4,m,v,0,441,2,57,11
73,73,Resp,3,74,72,72,0,20,20,15,18,1,YFN,1,1,1,v,v,1,511,1,58,11
74,74,RespITI,3,75,73,73,0,21,20,15,18,2,YMN,0,2,3,n,0,0,511,3,58,11
75,75,Resp,3,76,74,74,0,21,20,15,19,3,OFN,0,3,4,m,m,1,633,1,59,11
76,76,Resp,3,77,75,75,0,22,20,15,19,2,YMN,0,2,3,n,n,1,594,1,60,11
77,77,Resp,3,78,76,76,0,23,20,15,19,2,YMN,0,2,3,n,n,1,722,1,61,11
78,78,Resp,3,79,77,77,0,24,20,15,19,2,YMN,0,2,3,n,m,0,672,2,61,11
79,79,Resp,3,80,78,78,0,24,20,16,19,4,OMN,1,4,2,b,b,1,576,1,62,11
80,80,Resp,3,81,79,79,0,25,20,16,19,2,YMN,0,2,3,n,n,1,596,1,63,11
81,81,Resp,3,82,80,80,0,25,20,17,19,4,OMN,1,4,2,b,b,1,667,1,64,11
82,82,Resp,3,83,81,81,0,25,21,17,19,1,YFN,1,1,1,v,v,1,516,1,65,11
83,83,Resp,3,84,82,82,0,25,21,17,20,3,OFN,0,3,4,m,n,0,980,2,65,11
84,84,Resp,3,85,83,83,0,25,22,17,20,1,YFN,1,1,1,v,v,1,447,1,66,11
85,85,Resp,3,86,84,84,0,26,22,17,20,2,YMN,0,2,3,n,m,0,627,2,66,11
86,86,Resp,3,87,85,85,0,26,22,18,20,4,OMN,1,4,2,b,b,1,782,1,67,11
87,87,Resp,3,88,86,86,0,26,22,18,21,3,OFN,0,3,4,m,m,1,873,1,68,11
88,88,Resp,3,89,87,87,0,26,23,18,21,1,YFN,1,1,1,v,v,1,502,1,69,11
89,89,Resp,3,90,88,88,0,27,23,18,21,2,YMN,0,2,3,n,n,1,928,1,70,11
90,90,Resp,3,91,89,89,0,27,23,19,21,4,OMN,1,4,2,b,b,1,686,1,71,11
91,91,Resp,3,92,90,90,0,27,24,19,21,1,YFN,1,1,1,v,v,1,477,1,72,11
92,92,Resp,3,93,91,91,0,27,24,19,22,3,OFN,0,3,4,m,n,0,609,2,72,11
93,93,Resp,3,94,92,92,0,27,24,19,23,3,OFN,0,3,4,m,m,1,390,1,73,11
94,94,Resp,3,95,93,93,0,27,24,19,24,3,OFN,0,3,4,m,m,1,472,1,74,11
95,95,Resp,3,96,94,94,0,27,24,19,25,3,OFN,0,3,4,m,m,1,375,1,75,11
96,96,Resp,3,97,95,95,0,27,25,19,25,1,YFN,1,1,1,v,v,1,497,1,76,11
97,97,Resp,3,98,96,96,0,27,25,20,25,4,OMN,1,4,2,b,b,1,613,1,77,11
98,98,Resp,3,99,97,97,0,27,25,21,25,4,OMN,1,4,2,b,b,1,449,1,78,11
99,99,Resp,3,100,98,98,0,28,25,21,25,2,YMN,0,2,3,n,n,1,758,1,79,11
100,100,Resp,3,101,99,99,0,28,25,22,25,4,OMN,1,4,2,b,b,1,517,1,80,11
101,101,Resp,3,102,100,100,0,28,26,22,25,1,YFN,1,1,1,v,v,1,633,1,81,11
102,102,Resp,3,103,101,101,0,28,26,23,25,4,OMN,1,4,2,b,b,1,719,1,82,11
103,103,Resp,3,104,102,102,0,28,26,23,26,3,OFN,0,3,4,m,m,1,566,1,83,11
104,104,Resp,3,105,103,103,0,28,26,24,26,4,OMN,1,4,2,b,b,1,684,1,84,11
105,105,Resp,3,106,104,104,0,28,27,24,26,1,YFN,1,1,1,v,v,1,472,1,85,11
106,106,Resp,3,107,105,105,0,28,27,24,27,3,OFN,0,3,4,m,m,1,515,1,86,11
107,107,Resp,3,108,106,106,0,28,27,25,27,4,OMN,1,4,2,b,n,0,860,2,86,11
108,108,Resp,3,109,107,107,0,28,28,25,27,1,YFN,1,1,1,v,v,1,500,1,87,11
109,109,Resp,3,110,108,108,0,29,28,25,27,2,YMN,0,2,3,n,m,0,1124,2,87,11
110,110,Resp,3,111,109,109,0,29,28,25,28,3,OFN,0,3,4,m,m,1,820,1,88,11
111,111,Resp,3,112,110,110,0,29,28,26,28,4,OMN,1,4,2,b,b,1,553,1,89,11
112,112,Resp,3,113,111,111,0,29,28,26,29,3,OFN,0,3,4,m,m,1,909,1,90,11
113,113,Resp,3,114,112,112,0,29,29,26,29,1,YFN,1,1,1,v,v,1,505,1,91,11
114,114,Resp,3,115,113,113,0,30,29,26,29,2,YMN,0,2,3,n,n,1,887,1,92,11
115,115,Resp,3,116,114,114,0,30,29,26,30,3,OFN,0,3,4,m,m,1,526,1,93,11
116,116,Resp,3,117,115,115,0,30,30,26,30,1,YFN,1,1,1,v,v,1,572,1,94,11
117,117,RespITI,3,118,116,116,0,30,30,27,30,4,OMN,1,4,2,b,0,0,572,3,94,11
118,118,Resp,3,119,117,117,0,30,30,28,30,4,OMN,1,4,2,b,b,1,373,1,95,11
119,119,Resp,3,120,118,118,0,30,30,29,30,4,OMN,1,4,2,b,b,1,520,1,96,11
120,120,Resp,3,121,119,119,0,30,30,30,30,4,OMN,1,4,2,b,b,1,535,1,97,11
0,0,Resp,4,1,0,0,0,0,1,0,0,1,YFN,1,1,1,v,v,1,800,1,1,12
1,1,RespITI,4,2,1,1,0,0,1,0,1,2,OFN,0,3,4,m,0,0,800,3,1,12
2,2,Resp,4,3,2,2,0,0,1,1,1,4,OMN,1,4,2,b,n,0,829,2,1,12
3,3,Resp,4,4,3,3,0,0,1,2,1,4,OMN,1,4,2,b,m,0,970,2,1,12
4,4,Resp,4,5,4,4,0,1,1,2,1,3,YMN,0,2,3,n,m,0,1147,2,1,12
5,5,Resp,4,6,5,5,0,1,1,3,1,4,OMN,1,4,2,b,b,1,781,1,2,12
6,6,Resp,4,7,6,6,0,1,2,3,1,1,YFN,1,1,1,v,v,1,678,1,3,12
7,7,Resp,4,8,7,7,0,1,2,3,2,2,OFN,0,3,4,m,n,0,891,2,3,12
8,8,Resp,4,9,8,8,0,1,2,4,2,4,OMN,1,4,2,b,b,1,768,1,4,12
9,9,Resp,4,10,9,9,0,1,3,4,2,1,YFN,1,1,1,v,v,1,726,1,5,12
10,10,Resp,4,11,10,10,0,1,3,4,3,2,OFN,0,3,4,m,m,1,522,1,6,12
11,11,Resp,4,12,11,11,0,1,3,4,4,2,OFN,0,3,4,m,m,1,752,1,7,12
12,12,Resp,4,13,12,12,0,1,3,4,5,2,OFN,0,3,4,m,m,1,612,1,8,12
13,13,Resp,4,14,13,13,0,1,4,4,5,1,YFN,1,1,1,v,v,1,619,1,9,12
14,14,Resp,4,15,14,14,0,1,4,4,6,2,OFN,0,3,4,m,m,1,849,1,10,12
15,15,Resp,4,16,15,15,0,1,4,5,6,4,OMN,1,4,2,b,b,1,795,1,11,12
16,16,Resp,4,17,16,16,0,1,4,5,7,2,OFN,0,3,4,m,m,1,765,1,12,12
17,17,Resp,4,18,17,17,0,2,4,5,7,3,YMN,0,2,3,n,n,1,900,1,13,12
18,18,Resp,4,19,18,18,0,2,4,6,7,4,OMN,1,4,2,b,b,1,740,1,14,12
19,19,Resp,4,20,19,19,0,2,5,6,7,1,YFN,1,1,1,v,v,1,616,1,15,12
20,20,Resp,4,21,20,20,0,3,5,6,7,3,YMN,0,2,3,n,n,1,696,1,16,12
21,21,Resp,4,22,21,21,0,3,6,6,7,1,YFN,1,1,1,v,v,1,679,1,17,12
22,22,Resp,4,23,22,22,0,3,6,6,8,2,OFN,0,3,4,m,m,1,701,1,18,12
23,23,Resp,4,24,23,23,0,3,7,6,8,1,YFN,1,1,1,v,v,1,692,1,19,12
24,24,Resp,4,25,24,24,0,4,7,6,8,3,YMN,0,2,3,n,n,1,716,1,20,12
25,25,Resp,4,26,25,25,0,4,7,7,8,4,OMN,1,4,2,b,b,1,827,1,21,12
26,26,Resp,4,27,26,26,0,5,7,7,8,3,YMN,0,2,3,n,n,1,720,1,22,12
27,27,Resp,4,28,27,27,0,5,8,7,8,1,YFN,1,1,1,v,v,1,711,1,23,12
28,28,Resp,4,29,28,28,0,5,8,8,8,4,OMN,1,4,2,b,b,1,983,1,24,12
29,29,Resp,4,30,29,29,0,5,9,8,8,1,YFN,1,1,1,v,v,1,747,1,25,12
30,30,Resp,4,31,30,30,0,6,9,8,8,3,YMN,0,2,3,n,n,1,730,1,26,12
31,31,Resp,4,32,31,31,0,6,9,9,8,4,OMN,1,4,2,b,b,1,751,1,27,12
32,32,Resp,4,33,32,32,0,6,9,10,8,4,OMN,1,4,2,b,b,1,647,1,28,12
33,33,Resp,4,34,33,33,0,6,10,10,8,1,YFN,1,1,1,v,v,1,615,1,29,12
34,34,Resp,4,35,34,34,0,6,10,10,9,2,OFN,0,3,4,m,m,1,737,1,30,12
35,35,Resp,4,36,35,35,0,6,10,10,10,2,OFN,0,3,4,m,m,1,611,1,31,12
36,36,Resp,4,37,36,36,0,7,10,10,10,3,YMN,0,2,3,n,n,1,621,1,32,12
37,37,Resp,4,38,37,37,0,8,10,10,10,3,YMN,0,2,3,n,n,1,740,1,33,12
38,38,Resp,4,39,38,38,0,8,10,11,10,4,OMN,1,4,2,b,b,1,631,1,34,12
39,39,Resp,4,40,39,39,0,8,10,12,10,4,OMN,1,4,2,b,b,1,647,1,35,12
40,40,Resp,4,41,40,40,0,8,11,12,10,1,YFN,1,1,1,v,v,1,605,1,36,12
41,41,Resp,4,42,41,41,0,9,11,12,10,3,YMN,0,2,3,n,n,1,603,1,37,12
42,42,Resp,4,43,42,42,0,10,11,12,10,3,YMN,0,2,3,n,n,1,1116,1,38,12
43,43,Resp,4,44,43,43,0,10,12,12,10,1,YFN,1,1,1,v,v,1,598,1,39,12
44,44,Resp,4,45,44,44,0,11,12,12,10,3,YMN,0,2,3,n,n,1,947,1,40,12
45,45,Resp,4,46,45,45,0,12,12,12,10,3,YMN,0,2,3,n,n,1,540,1,41,12
46,46,Resp,4,47,46,46,0,13,12,12,10,3,YMN,0,2,3,n,n,1,681,1,42,12
47,47,Resp,4,48,47,47,0,13,13,12,10,1,YFN,1,1,1,v,v,1,786,1,43,12
48,48,Resp,4,49,48,48,0,13,13,12,11,2,OFN,0,3,4,m,m,1,493,1,44,12
49,49,Resp,4,50,49,49,0,14,13,12,11,3,YMN,0,2,3,n,n,1,633,1,45,12
50,50,Resp,4,51,50,50,0,15,13,12,11,3,YMN,0,2,3,n,n,1,570,1,46,12
51,51,Resp,4,52,51,51,0,15,13,13,11,4,OMN,1,4,2,b,b,1,624,1,47,12
52,52,Resp,4,53,52,52,0,15,13,13,12,2,OFN,0,3,4,m,m,1,712,1,48,12
53,53,Resp,4,54,53,53,0,15,14,13,12,1,YFN,1,1,1,v,v,1,730,1,49,12
54,54,Resp,4,55,54,54,0,15,14,13,13,2,OFN,0,3,4,m,m,1,620,1,50,12
55,55,Resp,4,56,55,55,0,15,14,14,13,4,OMN,1,4,2,b,b,1,824,1,51,12
56,56,Resp,4,57,56,56,0,15,15,14,13,1,YFN,1,1,1,v,v,1,558,1,52,12
57,57,Resp,4,58,57,57,0,16,15,14,13,3,YMN,0,2,3,n,n,1,632,1,53,12
58,58,Resp,4,59,58,58,0,16,15,14,14,2,OFN,0,3,4,m,m,1,710,1,54,12
59,59,Resp,4,60,59,59,0,16,16,14,14,1,YFN,1,1,1,v,v,1,768,1,55,12
60,60,Resp,4,61,60,60,0,16,16,14,15,2,OFN,0,3,3,n,m,0,615,2,55,12
61,61,Resp,4,62,61,61,0,16,16,14,16,2,OFN,0,3,3,n,m,0,1006,2,55,12
62,62,Resp,4,63,62,62,0,16,16,14,17,2,OFN,0,3,3,n,v,0,958,2,55,12
63,63,Resp,4,64,63,63,0,16,17,14,17,1,YFN,1,1,1,v,b,0,730,2,55,12
64,64,Resp,4,65,64,64,0,17,17,14,17,3,YMN,0,2,4,m,n,0,855,2,55,12
65,65,Resp,4,66,65,65,0,17,18,14,17,1,YFN,1,1,1,v,v,1,785,1,56,12
66,66,Resp,4,67,66,66,0,17,18,15,17,4,OMN,1,4,2,b,b,1,822,1,57,12
67,67,Resp,4,68,67,67,0,17,18,16,17,4,OMN,1,4,2,b,n,0,808,2,57,12
68,68,Resp,4,69,68,68,0,18,18,16,17,3,YMN,0,2,4,m,m,1,881,1,58,12
69,69,Resp,4,70,69,69,0,18,19,16,17,1,YFN,1,1,1,v,v,1,674,1,59,12
70,70,Resp,4,71,70,70,0,18,19,17,17,4,OMN,1,4,2,b,b,1,756,1,60,12
71,71,Resp,4,72,71,71,0,18,19,17,18,2,OFN,0,3,3,n,n,1,785,1,61,12
72,72,Resp,4,73,72,72,0,18,20,17,18,1,YFN,1,1,1,v,v,1,649,1,62,12
73,73,Resp,4,74,73,73,0,18,20,18,18,4,OMN,1,4,2,b,b,1,764,1,63,12
74,74,Resp,4,75,74,74,0,18,20,19,18,4,OMN,1,4,2,b,b,1,783,1,64,12
75,75,Resp,4,76,75,75,0,19,20,19,18,3,YMN,0,2,4,m,m,1,789,1,65,12
76,76,Resp,4,77,76,76,0,19,20,20,18,4,OMN,1,4,2,b,b,1,702,1,66,12
77,77,Resp,4,78,77,77,0,19,20,20,19,2,OFN,0,3,3,n,b,0,790,2,66,12
78,78,Resp,4,79,78,78,0,20,20,20,19,3,YMN,0,2,4,m,m,1,1134,1,67,12
79,79,Resp,4,80,79,79,0,20,20,21,19,4,OMN,1,4,2,b,b,1,812,1,68,12
80,80,Resp,4,81,80,80,0,20,21,21,19,1,YFN,1,1,1,v,v,1,784,1,69,12
81,81,Resp,4,82,81,81,0,20,21,22,19,4,OMN,1,4,2,b,b,1,649,1,70,12
82,82,Resp,4,83,82,82,0,20,21,22,20,2,OFN,0,3,3,n,m,0,698,2,70,12
83,83,Resp,4,84,83,83,0,21,21,22,20,3,YMN,0,2,4,m,m,1,907,1,71,12
84,84,Resp,4,85,84,84,0,21,21,22,21,2,OFN,0,3,3,n,n,1,879,1,72,12
85,85,Resp,4,86,85,85,0,21,21,23,21,4,OMN,1,4,2,b,b,1,760,1,73,12
86,86,Resp,4,87,86,86,0,22,21,23,21,3,YMN,0,2,4,m,m,1,791,1,74,12
87,87,Resp,4,88,87,87,0,23,21,23,21,3,YMN,0,2,4,m,m,1,792,1,75,12
88,88,Resp,4,89,88,88,0,23,21,24,21,4,OMN,1,4,2,b,b,1,880,1,76,12
89,89,Resp,4,90,89,89,0,23,22,24,21,1,YFN,1,1,1,v,v,1,561,1,77,12
90,90,Resp,4,91,90,90,0,23,23,24,21,1,YFN,1,1,1,v,v,1,972,1,78,12
91,91,Resp,4,92,91,91,0,23,23,24,22,2,OFN,0,3,3,n,n,1,1180,1,79,12
92,92,Resp,4,93,92,92,0,23,23,24,23,2,OFN,0,3,3,n,n,1,609,1,80,12
93,93,Resp,4,94,93,93,0,23,24,24,23,1,YFN,1,1,1,v,v,1,634,1,81,12
94,94,Resp,4,95,94,94,0,23,25,24,23,1,YFN,1,1,1,v,v,1,720,1,82,12
95,95,Resp,4,96,95,95,0,23,25,25,23,4,OMN,1,4,2,b,b,1,991,1,83,12
96,96,Resp,4,97,96,96,0,23,25,26,23,4,OMN,1,4,2,b,b,1,656,1,84,12
97,97,Resp,4,98,97,97,0,23,25,26,24,2,OFN,0,3,3,n,n,1,1086,1,85,12
98,98,Resp,4,99,98,98,0,23,25,26,25,2,OFN,0,3,3,n,n,1,750,1,86,12
99,99,Resp,4,100,99,99,0,23,26,26,25,1,YFN,1,1,1,v,m,0,620,2,86,12
100,100,Resp,4,101,100,100,0,23,26,26,26,2,OFN,0,3,3,n,n,1,689,1,87,12
101,101,Resp,4,102,101,101,0,23,27,26,26,1,YFN,1,1,1,v,v,1,586,1,88,12
102,102,Resp,4,103,102,102,0,23,27,27,26,4,OMN,1,4,2,b,b,1,534,1,89,12
103,103,Resp,4,104,103,103,0,23,27,27,27,2,OFN,0,3,3,n,n,1,835,1,90,12
104,104,Resp,4,105,104,104,0,23,27,28,27,4,OMN,1,4,2,b,b,1,702,1,91,12
105,105,Resp,4,106,105,105,0,23,27,28,28,2,OFN,0,3,3,n,n,1,866,1,92,12
106,106,Resp,4,107,106,106,0,24,27,28,28,3,YMN,0,2,4,m,m,1,642,1,93,12
107,107,Resp,4,108,107,107,0,24,27,28,29,2,OFN,0,3,3,n,n,1,903,1,94,12
108,108,Resp,4,109,108,108,0,25,27,28,29,3,YMN,0,2,4,m,m,1,674,1,95,12
109,109,Resp,4,110,109,109,0,26,27,28,29,3,YMN,0,2,4,m,m,1,694,1,96,12
110,110,Resp,4,111,110,110,0,26,27,28,30,2,OFN,0,3,3,n,n,1,880,1,97,12
111,111,Resp,4,112,111,111,0,27,27,28,30,3,YMN,0,2,4,m,m,1,592,1,98,12
112,112,Resp,4,113,112,112,0,28,27,28,30,3,YMN,0,2,4,m,m,1,1111,1,99,12
113,113,Resp,4,114,113,113,0,28,28,28,30,1,YFN,1,1,1,v,v,1,613,1,100,12
114,114,Resp,4,115,114,114,0,28,28,29,30,4,OMN,1,4,2,b,b,1,624,1,101,12
